+--------------------+------------------------------------+---------------------------------+----------------------------+
|         id         |           property_type            |            host_name            | COUNT(availabilities.date) |
| 45253366           | Entire condo                       | Noha                            | 9                          |
| 45256497           | Entire rental unit                 | Kat                             | 9                          |
| 45311024           | Entire rental unit                 | Kat                             | 9                          |
| 45329963           | Entire condo                       | Tony                            | 9                          |
| 45346226           | Shared room in boutique hotel      | FOUND Hotel                     | 9                          |
| 45349148           | Room in boutique hotel             | FOUND Hotel                     | 9                          |
| 45354353           | Private room in home               | Wendy                           | 9                          |
| 45354387           | Private room in home               | Wendy                           | 10                         |
| 45354534           | Private room in home               | Wendy                           | 9                          |
| 45396513           | Private room in rental unit        | Ferran                          | 9                          |
| 45422003           | Entire rental unit                 | Evonify                         | 9                          |
| 45440353           | Entire condo                       | Jake                            | 9                          |
| 45443503           | Entire rental unit                 | Blueground                      | 9                          |
| 45449241           | Room in boutique hotel             | FOUND Hotel                     | 9                          |
| 45493742           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45493951           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45494260           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45501019           | Entire rental unit                 | Philip                          | 9                          |
| 45501951           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45502178           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45502853           | Boat                               | Karen                           | 9                          |
| 45529756           | Private room in rental unit        | Ferran                          | 9                          |
| 45531759           | Entire rental unit                 | Susan                           | 9                          |
| 45539554           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45539765           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45542821           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45543316           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45543382           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 45580266           | Entire rental unit                 | Ken                             | 9                          |
| 45632722           | Entire home                        | Michael                         | 9                          |
| 45641345           | Private room in home               | Ling                            | 9                          |
| 45652898           | Entire townhouse                   | Cindy                           | 9                          |
| 45658966           | Private room in home               | Ling                            | 9                          |
| 45675549           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 45676233           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 45678417           | Private room in rental unit        | Ferran                          | 9                          |
| 45679998           | Entire rental unit                 | Blueground                      | 9                          |
| 45680010           | Entire rental unit                 | Blueground                      | 9                          |
| 45680018           | Entire rental unit                 | Blueground                      | 9                          |
| 45680039           | Entire rental unit                 | Blueground                      | 9                          |
| 45689087           | Entire rental unit                 | Ken                             | 9                          |
| 45689110           | Entire rental unit                 | Ken                             | 9                          |
| 45689125           | Entire rental unit                 | Ken                             | 9                          |
| 45698782           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 45699854           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 45699883           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 45717383           | Entire home                        | Colleen                         | 9                          |
| 45726239           | Entire rental unit                 | Greg                            | 9                          |
| 45786202           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 45828592           | Entire condo                       | Amir Alex                       | 9                          |
| 45844741           | Entire rental unit                 | Mario                           | 9                          |
| 45860458           | Entire rental unit                 | Nicole                          | 9                          |
| 45863993           | Entire condo                       | Danny                           | 9                          |
| 45928000           | Entire rental unit                 | Evonify                         | 9                          |
| 45948516           | Entire rental unit                 | Blueground                      | 9                          |
| 45972855           | Entire rental unit                 | Molly                           | 10                         |
| 45984708           | Entire home                        | Victoria                        | 9                          |
| 45986472           | Entire serviced apartment          | Churchill                       | 9                          |
| 45988903           | Entire serviced apartment          | Churchill                       | 9                          |
| 45989572           | Entire serviced apartment          | Churchill                       | 9                          |
| 45990475           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 45999950           | Entire serviced apartment          | Churchill                       | 9                          |
| 46000101           | Entire serviced apartment          | Churchill                       | 9                          |
| 46000223           | Entire serviced apartment          | Churchill                       | 9                          |
| 46000458           | Entire serviced apartment          | Churchill                       | 9                          |
| 46005070           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 46005073           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 46006191           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 46006469           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 46037756           | Entire home                        | Cordell                         | 9                          |
| 46051711           | Entire rental unit                 | Kama                            | 9                          |
| 46074212           | Entire rental unit                 | Ken                             | 9                          |
| 46074220           | Entire rental unit                 | Ken                             | 9                          |
| 46074228           | Entire rental unit                 | Ken                             | 9                          |
| 46074742           | Entire rental unit                 | Ken                             | 9                          |
| 46078424           | Private room in home               | Niki                            | 9                          |
| 46085675           | Entire rental unit                 | Ken                             | 9                          |
| 46107420           | Entire rental unit                 | Cindy                           | 9                          |
| 46135135           | Entire rental unit                 | Jodie                           | 9                          |
| 46170478           | Private room in rental unit        | Taibou                          | 9                          |
| 46190639           | Entire condo                       | Chris                           | 9                          |
| 46237380           | Room in boutique hotel             | Mark                            | 9                          |
| 46241939           | Entire rental unit                 | Juliette                        | 9                          |
| 46326658           | Entire rental unit                 | Ken                             | 9                          |
| 46326668           | Entire rental unit                 | Ken                             | 9                          |
| 46330627           | Private room in home               | Thatch                          | 9                          |
| 46332155           | Entire condo                       | Bradford                        | 9                          |
| 46376416           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46418775           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46419095           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46427592           | Entire townhouse                   | Ita                             | 10                         |
| 46527422           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46529051           | Private room in rental unit        | Michael                         | 9                          |
| 46529422           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46529601           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46529824           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 46575998           | Entire rental unit                 | Edmund                          | 9                          |
| 46576175           | Private room in rental unit        | Edmund                          | 9                          |
| 46576290           | Private room in rental unit        | Edmund                          | 9                          |
| 46579459           | Entire rental unit                 | Evonify                         | 9                          |
| 46580146           | Entire home                        | Magdalena                       | 9                          |
| 46602042           | Entire rental unit                 | Ken                             | 9                          |
| 46696466           | Entire rental unit                 | Kama                            | 9                          |
| 46697368           | Entire rental unit                 | STARS Of                        | 9                          |
| 46791068           | Entire rental unit                 | Ken                             | 9                          |
| 46791156           | Entire rental unit                 | Ken                             | 9                          |
| 46915451           | Entire rental unit                 | B. H.                           | 9                          |
| 46925307           | Entire rental unit                 | Kama                            | 9                          |
| 46928289           | Entire rental unit                 | STARS Of                        | 9                          |
| 46964831           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46966358           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 46982246           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46982433           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46982800           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46983441           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46983650           | Entire rental unit                 | Brian + Heather                 | 9                          |
| 46984210           | Entire rental unit                 | Edmund                          | 9                          |
| 46984660           | Entire rental unit                 | Edmund                          | 9                          |
| 46988955           | Entire condo                       | Jason                           | 9                          |
| 46991477           | Entire rental unit                 | Jason                           | 9                          |
| 47090495           | Entire rental unit                 | Evonify                         | 9                          |
| 47091672           | Entire rental unit                 | Blueground                      | 9                          |
| 47091700           | Entire rental unit                 | Blueground                      | 9                          |
| 47092175           | Entire rental unit                 | Blueground                      | 9                          |
| 47092198           | Entire rental unit                 | Blueground                      | 9                          |
| 47092230           | Entire rental unit                 | Blueground                      | 9                          |
| 47092243           | Entire rental unit                 | Blueground                      | 9                          |
| 47092332           | Entire rental unit                 | Blueground                      | 9                          |
| 47094818           | Entire rental unit                 | Blueground                      | 9                          |
| 47097863           | Entire rental unit                 | Anna                            | 9                          |
| 47137042           | Entire rental unit                 | Anthony                         | 9                          |
| 47183492           | Entire rental unit                 | Jason                           | 9                          |
| 47205103           | Entire rental unit                 | Cindy                           | 9                          |
| 47205524           | Entire rental unit                 | Cindy                           | 9                          |
| 47205962           | Entire rental unit                 | Cindy                           | 9                          |
| 47206121           | Entire rental unit                 | Cindy                           | 9                          |
| 47216060           | Private room in condo              | Georgina                        | 9                          |
| 47217287           | Entire condo                       | Cindy                           | 9                          |
| 47272572           | Private room in rental unit        | Akili J                         | 9                          |
| 47353361           | Entire rental unit                 | Marie                           | 9                          |
| 47353854           | Entire rental unit                 | Jean- Luc                       | 9                          |
| 47354776           | Entire rental unit                 | Jean- Luc                       | 9                          |
| 47355090           | Entire rental unit                 | Jean- Luc                       | 9                          |
| 47356077           | Entire rental unit                 | Jean- Luc                       | 9                          |
| 47373862           | Entire rental unit                 | Albert                          | 9                          |
| 47374298           | Entire rental unit                 | Albert                          | 9                          |
| 47374576           | Entire rental unit                 | Albert                          | 9                          |
| 47374978           | Entire rental unit                 | Albert                          | 9                          |
| 47384208           | Entire rental unit                 | Albert                          | 9                          |
| 47384387           | Entire rental unit                 | Albert                          | 9                          |
| 47384475           | Entire rental unit                 | Albert                          | 9                          |
| 47384597           | Entire rental unit                 | Albert                          | 9                          |
| 47384885           | Entire rental unit                 | Albert                          | 9                          |
| 47385123           | Entire rental unit                 | Stephanie                       | 9                          |
| 47406533           | Entire condo                       | Anda                            | 9                          |
| 47407295           | Entire rental unit                 | Albert                          | 9                          |
| 47407478           | Entire rental unit                 | Albert                          | 9                          |
| 47408174           | Entire rental unit                 | Albert                          | 9                          |
| 47408663           | Entire rental unit                 | Albert                          | 9                          |
| 47425133           | Entire rental unit                 | Steven                          | 9                          |
| 47426948           | Entire rental unit                 | Steven                          | 9                          |
| 47441090           | Entire guest suite                 | Nicole                          | 9                          |
| 47487652           | Entire rental unit                 | Albert                          | 9                          |
| 47492421           | Entire rental unit                 | Albert                          | 9                          |
| 47536459           | Entire rental unit                 | Kevin & Maria                   | 9                          |
| 47567526           | Entire rental unit                 | Lauren                          | 9                          |
| 47576607           | Entire rental unit                 | Blueground                      | 9                          |
| 47770530           | Entire rental unit                 | Jason                           | 9                          |
| 47775251           | Private room in rental unit        | Sophia                          | 9                          |
| 47780618           | Entire condo                       | Cusaj                           | 9                          |
| 47786467           | Private room in home               | Maria                           | 9                          |
| 47812533           | Entire rental unit                 | Blueground                      | 9                          |
| 47867613           | Entire guest suite                 | Lindsay                         | 9                          |
| 47873448           | Entire home                        | Rafael                          | 9                          |
| 47881008           | Entire rental unit                 | Ken                             | 9                          |
| 47890883           | Entire rental unit                 | Evans                           | 9                          |
| 47907306           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 47907508           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 47907616           | Room in boutique hotel             | Jeffrey                         | 9                          |
| 47938459           | Entire rental unit                 | Ken                             | 9                          |
| 47952948           | Entire condo                       | Javier                          | 9                          |
| 47954520           | Entire guest suite                 | Pauline                         | 9                          |
| 47955017           | Entire rental unit                 | Evonify                         | 9                          |
| 47987715           | Entire serviced apartment          | Compass                         | 9                          |
| 47999268           | Entire rental unit                 | Rahul                           | 9                          |
| 48000343           | Entire rental unit                 | Albert                          | 9                          |
| 48000570           | Entire rental unit                 | Albert                          | 9                          |
| 48001395           | Entire rental unit                 | Jason                           | 9                          |
| 48001583           | Entire rental unit                 | Jason                           | 9                          |
| 48001788           | Entire rental unit                 | Jason                           | 9                          |
| 48001906           | Entire rental unit                 | Jason                           | 9                          |
| 48014877           | Entire rental unit                 | Evonify                         | 9                          |
| 48014985           | Entire rental unit                 | Evonify                         | 9                          |
| 48015070           | Entire rental unit                 | Evonify                         | 9                          |
| 48015562           | Entire rental unit                 | Evonify                         | 9                          |
| 48015810           | Entire rental unit                 | Evonify                         | 9                          |
| 48015886           | Entire rental unit                 | Evonify                         | 9                          |
| 48016221           | Entire rental unit                 | Stone                           | 9                          |
| 48016238           | Entire rental unit                 | Evonify                         | 9                          |
| 48018582           | Entire condo                       | Jason                           | 9                          |
| 48026506           | Entire rental unit                 | Evonify                         | 9                          |
| 48026912           | Entire rental unit                 | Evonify                         | 9                          |
| 48027058           | Entire rental unit                 | Stone                           | 9                          |
| 48027264           | Entire rental unit                 | Jason                           | 9                          |
| 48027391           | Entire rental unit                 | Evonify                         | 9                          |
| 48027607           | Entire rental unit                 | Evonify                         | 9                          |
| 48027808           | Entire rental unit                 | Jason                           | 9                          |
| 48030134           | Entire rental unit                 | Diana                           | 9                          |
| 48080557           | Entire rental unit                 | Evonify                         | 9                          |
| 48080614           | Entire rental unit                 | Jason                           | 9                          |
| 48091769           | Entire rental unit                 | Evonify                         | 9                          |
| 48092931           | Entire serviced apartment          | Steven                          | 10                         |
| 48093039           | Entire serviced apartment          | Steven                          | 9                          |
| 48093229           | Entire serviced apartment          | Steven                          | 9                          |
| 48103324           | Entire serviced apartment          | Steven                          | 9                          |
| 48103622           | Entire serviced apartment          | Steven                          | 9                          |
| 48103833           | Entire serviced apartment          | Steven                          | 9                          |
| 48107926           | Entire rental unit                 | Blueground                      | 9                          |
| 48107968           | Entire rental unit                 | Blueground                      | 9                          |
| 48110328           | Private room in townhouse          | Zachariah                       | 9                          |
| 48112272           | Private room in rental unit        | Ferran                          | 9                          |
| 48120609           | Private room in home               | Wendy                           | 9                          |
| 48122230           | Entire rental unit                 | Jason                           | 9                          |
| 48131435           | Entire rental unit                 | Victoria                        | 9                          |
| 48149056           | Private room in home               | Maria                           | 9                          |
| 48173950           | Entire rental unit                 | Jason                           | 9                          |
| 48206409           | Entire serviced apartment          | Compass                         | 9                          |
| 48210616           | Private room in home               | Natalie                         | 9                          |
| 48210680           | Entire condo                       | Alan                            | 9                          |
| 48231177           | Entire rental unit                 | TemplePlace                     | 9                          |
| 48243795           | Private room in home               | Natalie                         | 9                          |
| 48244238           | Private room in home               | Natalie                         | 10                         |
| 48246588           | Entire rental unit                 | Lucy                            | 9                          |
| 48246976           | Entire rental unit                 | TemplePlace                     | 9                          |
| 48248044           | Entire rental unit                 | TemplePlace                     | 9                          |
| 48282351           | Entire rental unit                 | Jason                           | 9                          |
| 48285608           | Entire rental unit                 | Elliott And Layla               | 9                          |
| 48297633           | Entire rental unit                 | Jason                           | 9                          |
| 48298464           | Entire rental unit                 | Wendy                           | 9                          |
| 48300372           | Private room in home               | Cecilia                         | 9                          |
| 48300526           | Private room in home               | Cecilia                         | 10                         |
| 48329199           | Entire condo                       | Angela                          | 9                          |
| 48349069           | Private room in rental unit        | Thatch                          | 9                          |
| 48357656           | Entire condo                       | Jennifer                        | 9                          |
| 48361088           | Private room in rental unit        | Edmund                          | 9                          |
| 48364663           | Entire rental unit                 | Kenneth                         | 9                          |
| 48394518           | Entire condo                       | Rebecca                         | 9                          |
| 48399405           | Entire rental unit                 | Kenneth                         | 9                          |
| 48403559           | Private room in rental unit        | Emma                            | 9                          |
| 48423808           | Entire serviced apartment          | Compass                         | 9                          |
| 48439840           | Entire rental unit                 | Steven                          | 9                          |
| 48450883           | Entire rental unit                 | Jason                           | 9                          |
| 48454886           | Entire rental unit                 | Blueground                      | 9                          |
| 48466008           | Entire condo                       | Javier                          | 9                          |
| 48488417           | Entire rental unit                 | Evonify                         | 9                          |
| 48530677           | Entire rental unit                 | Lee                             | 9                          |
| 48562692           | Entire rental unit                 | Karolina                        | 9                          |
| 48585748           | Entire rental unit                 | Georgia                         | 9                          |
| 48597887           | Entire rental unit                 | Blueground                      | 9                          |
| 48597894           | Entire rental unit                 | Blueground                      | 9                          |
| 48597943           | Entire rental unit                 | Blueground                      | 9                          |
| 48597948           | Entire rental unit                 | Blueground                      | 9                          |
| 48597957           | Entire rental unit                 | Blueground                      | 9                          |
| 48601192           | Entire rental unit                 | Steven                          | 9                          |
| 48601455           | Entire rental unit                 | Steven                          | 10                         |
| 48601985           | Entire rental unit                 | Steven                          | 9                          |
| 48602602           | Entire rental unit                 | Steven                          | 9                          |
| 48611199           | Entire rental unit                 | Ewa                             | 9                          |
| 48641606           | Entire rental unit                 | Evon                            | 9                          |
| 48675718           | Entire guest suite                 | Angeline                        | 9                          |
| 48678923           | Entire rental unit                 | Jay                             | 9                          |
| 48713521           | Entire rental unit                 | Steven                          | 9                          |
| 48730619           | Private room in rental unit        | Erico                           | 9                          |
| 48730960           | Private room in rental unit        | Erico                           | 9                          |
| 48731143           | Private room in rental unit        | Erico                           | 9                          |
| 48739565           | Entire condo                       | Gary                            | 9                          |
| 48748471           | Entire rental unit                 | Ella                            | 9                          |
| 48748798           | Entire rental unit                 | Ella                            | 9                          |
| 48764211           | Entire condo                       | Javier                          | 9                          |
| 48771117           | Private room in rental unit        | Danny                           | 9                          |
| 48788607           | Private room in home               | Totana                          | 9                          |
| 48788842           | Private room in home               | Totana                          | 9                          |
| 48802286           | Entire home                        | Jack And Heather                | 9                          |
| 48805065           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 48805748           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 48806117           | Private room in rental unit        | Lance                           | 9                          |
| 48806121           | Private room in rental unit        | Lance                           | 9                          |
| 48807191           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 48809197           | Entire serviced apartment          | Brian + Heather                 | 9                          |
| 48825405           | Entire rental unit                 | Luke                            | 9                          |
| 48869229           | Private room in rental unit        | Manuela                         | 9                          |
| 48883519           | Entire serviced apartment          | Steven                          | 9                          |
| 48883658           | Entire home                        | Marco                           | 9                          |
| 48905210           | Entire home                        | Fatima                          | 9                          |
| 48926365           | Entire rental unit                 | Blueground                      | 9                          |
| 48926392           | Entire rental unit                 | Blueground                      | 9                          |
| 48926432           | Entire rental unit                 | Blueground                      | 9                          |
| 48940511           | Private room in rental unit        | Manuela                         | 10                         |
| 48941504           | Private room in rental unit        | Manuela                         | 9                          |
| 48942888           | Private room in rental unit        | Manuela                         | 9                          |
| 48952329           | Private room in rental unit        | Manuela                         | 9                          |
| 48954003           | Entire rental unit                 | Temple Place                    | 9                          |
| 48954898           | Private room in rental unit        | TemplePlace                     | 9                          |
| 48960170           | Private room in rental unit        | Maria                           | 10                         |
| 48960486           | Private room in rental unit        | Maria                           | 9                          |
| 48960619           | Private room in rental unit        | Maria                           | 10                         |
| 48960774           | Entire rental unit                 | Maria                           | 9                          |
| 48961025           | Private room in rental unit        | Maria                           | 9                          |
| 48971352           | Entire condo                       | Timothy                         | 9                          |
| 48997821           | Entire condo                       | Jan                             | 9                          |
| 49012571           | Entire condo                       | Anna                            | 9                          |
| 49024263           | Entire rental unit                 | Huanan                          | 9                          |
| 49024833           | Entire rental unit                 | Stone                           | 9                          |
| 49041122           | Entire condo                       | Jason                           | 9                          |
| 49051734           | Entire condo                       | Kevin & Maria                   | 9                          |
| 49067845           | Entire townhouse                   | Camille                         | 9                          |
| 49075129           | Entire rental unit                 | B. H.                           | 9                          |
| 49076097           | Entire rental unit                 | Kevin & Maria                   | 9                          |
| 49077632           | Entire rental unit                 | Taylor                          | 9                          |
| 49099902           | Entire condo                       | John                            | 9                          |
| 49113398           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 49127943           | Entire home                        | David                           | 9                          |
| 49128400           | Entire condo                       | Angela                          | 9                          |
| 49155171           | Entire rental unit                 | Ben                             | 9                          |
| 49188782           | Entire rental unit                 | Blueground                      | 9                          |
| 49188871           | Entire rental unit                 | Blueground                      | 9                          |
| 49188886           | Entire rental unit                 | Blueground                      | 9                          |
| 49188948           | Entire rental unit                 | Blueground                      | 9                          |
| 49192216           | Private room in townhouse          | Zachariah                       | 9                          |
| 49194329           | Entire rental unit                 | Stone                           | 9                          |
| 49201633           | Entire rental unit                 | Blueground                      | 9                          |
| 49210916           | Entire rental unit                 | Nova                            | 9                          |
| 49227111           | Private room in rental unit        | Thatch                          | 9                          |
| 49257300           | Private room in rental unit        | Bv                              | 9                          |
| 49258187           | Shared room in rental unit         | Bv                              | 9                          |
| 49258627           | Private room in rental unit        | Bv                              | 9                          |
| 49306861           | Entire serviced apartment          | Compass                         | 9                          |
| 49362534           | Private room in home               | Natalie                         | 9                          |
| 49364349           | Private room in home               | Natalie                         | 9                          |
| 49364638           | Entire rental unit                 | Stone                           | 9                          |
| 49380252           | Entire condo                       | Lisa                            | 9                          |
| 49424441           | Entire rental unit                 | Evonify                         | 9                          |
| 49425157           | Entire home                        | Liz                             | 9                          |
| 49458996           | Entire rental unit                 | Ken                             | 9                          |
| 49459007           | Entire rental unit                 | Ken                             | 9                          |
| 49463334           | Entire home                        | SleepAfloat                     | 9                          |
| 49475364           | Entire rental unit                 | Taylor                          | 9                          |
| 49484066           | Private room in home               | Frank                           | 9                          |
| 49499728           | Entire home                        | SleepAfloat                     | 9                          |
| 49499760           | Private room in home               | Natalie                         | 9                          |
| 49502344           | Entire rental unit                 | Nova                            | 9                          |
| 49503617           | Entire home                        | SleepAfloat                     | 9                          |
| 49512414           | Entire serviced apartment          | Steven                          | 9                          |
| 49516205           | Entire serviced apartment          | Steven                          | 9                          |
| 49516485           | Entire home                        | SleepAfloat                     | 9                          |
| 49517949           | Houseboat                          | SleepAfloat                     | 10                         |
| 49541030           | Entire rental unit                 | Steven                          | 9                          |
| 49563625           | Entire condo                       | Glenn And James                 | 9                          |
| 49567118           | Entire rental unit                 | Evonify                         | 9                          |
| 49567991           | Entire rental unit                 | Nick                            | 9                          |
| 49571907           | Entire condo                       | Irida                           | 9                          |
| 49584172           | Private room in home               | Wesley                          | 9                          |
| 49610522           | Entire rental unit                 | Ken                             | 9                          |
| 49610778           | Entire rental unit                 | Ken                             | 9                          |
| 49612326           | Entire condo                       | Hara                            | 9                          |
| 49638279           | Entire rental unit                 | Terry                           | 9                          |
